,Unnamed: 0,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,DateSquared,Pandemic,PopSize
105,117,2012Q1,S08000030,Melanoma,62.0,60.0,0,0,0,411740.0
106,118,2012Q1,S08000030,Ovarian,24.0,24.0,0,0,0,411740.0
107,119,2012Q1,S08000030,Upper GI,84.0,84.0,0,0,0,411740.0
108,120,2012Q1,S08000030,Urological,190.0,178.0,0,0,0,411740.0
109,122,2012Q1,S08000031,Breast,570.0,568.0,0,0,0,1137320.0
110,123,2012Q1,S08000031,Cervical,22.0,22.0,0,0,0,1137320.0
111,124,2012Q1,S08000031,Colorectal,368.0,348.0,0,0,0,1137320.0
112,125,2012Q1,S08000031,Head & Neck,146.0,138.0,0,0,0,1137320.0
113,126,2012Q1,S08000031,Lung,530.0,520.0,0,0,0,1137320.0
114,127,2012Q1,S08000031,Lymphoma,86.0,86.0,0,0,0,1137320.0
115,128,2012Q1,S08000031,Melanoma,150.0,150.0,0,0,0,1137320.0
116,129,2012Q1,S08000031,Ovarian,32.0,32.0,0,0,0,1137320.0
117,130,2012Q1,S08000031,Upper GI,338.0,332.0,0,0,0,1137320.0
118,131,2012Q1,S08000031,Urological,524.0,506.0,0,0,0,1137320.0
119,133,2012Q1,S08000032,Breast,142.0,142.0,0,0,0,652220.0
120,134,2012Q1,S08000032,Cervical,22.0,22.0,0,0,0,652220.0
121,135,2012Q1,S08000032,Colorectal,158.0,156.0,0,0,0,652220.0
122,136,2012Q1,S08000032,Head & Neck,38.0,38.0,0,0,0,652220.0
123,137,2012Q1,S08000032,Lung,230.0,226.0,0,0,0,652220.0
124,138,2012Q1,S08000032,Lymphoma,54.0,52.0,0,0,0,652220.0
125,139,2012Q1,S08000032,Melanoma,60.0,60.0,0,0,0,652220.0
126,140,2012Q1,S08000032,Ovarian,22.0,22.0,0,0,0,652220.0
127,141,2012Q1,S08000032,Upper GI,102.0,102.0,0,0,0,652220.0
128,142,2012Q1,S08000032,Urological,176.0,170.0,0,0,0,652220.0
129,144,2012Q2,S08000015,Breast,196.0,194.0,1,1,0,373220.0
130,145,2012Q2,S08000015,Cervical,14.0,14.0,1,1,0,373220.0
131,146,2012Q2,S08000015,Colorectal,110.0,104.0,1,1,0,373220.0
132,147,2012Q2,S08000015,Head & Neck,52.0,50.0,1,1,0,373220.0
133,148,2012Q2,S08000015,Lung,138.0,138.0,1,1,0,373220.0
134,149,2012Q2,S08000015,Lymphoma,42.0,42.0,1,1,0,373220.0
135,150,2012Q2,S08000015,Melanoma,24.0,24.0,1,1,0,373220.0
136,151,2012Q2,S08000015,Ovarian,24.0,24.0,1,1,0,373220.0
137,152,2012Q2,S08000015,Upper GI,98.0,98.0,1,1,0,373220.0
138,153,2012Q2,S08000015,Urological,126.0,126.0,1,1,0,373220.0
139,155,2012Q2,S08000016,Breast,24.0,24.0,1,1,0,113720.0
140,156,2012Q2,S08000016,Cervical,2.0,2.0,1,1,0,113720.0
141,157,2012Q2,S08000016,Colorectal,44.0,44.0,1,1,0,113720.0
142,158,2012Q2,S08000016,Head & Neck,8.0,6.0,1,1,0,113720.0
143,159,2012Q2,S08000016,Lung,30.0,30.0,1,1,0,113720.0
144,160,2012Q2,S08000016,Lymphoma,12.0,12.0,1,1,0,113720.0
145,161,2012Q2,S08000016,Melanoma,28.0,28.0,1,1,0,113720.0
146,162,2012Q2,S08000016,Ovarian,12.0,12.0,1,1,0,113720.0
147,163,2012Q2,S08000016,Upper GI,42.0,42.0,1,1,0,113720.0
148,164,2012Q2,S08000016,Urological,68.0,66.0,1,1,0,113720.0
149,166,2012Q2,S08000017,Breast,40.0,40.0,1,1,0,150840.0
150,167,2012Q2,S08000017,Cervical,2.0,0.0,1,1,0,150840.0
151,168,2012Q2,S08000017,Colorectal,72.0,70.0,1,1,0,150840.0
152,169,2012Q2,S08000017,Head & Neck,16.0,16.0,1,1,0,150840.0
153,170,2012Q2,S08000017,Lung,86.0,86.0,1,1,0,150840.0
154,171,2012Q2,S08000017,Lymphoma,20.0,20.0,1,1,0,150840.0
155,172,2012Q2,S08000017,Melanoma,8.0,8.0,1,1,0,150840.0
156,173,2012Q2,S08000017,Ovarian,4.0,4.0,1,1,0,150840.0
157,174,2012Q2,S08000017,Upper GI,32.0,32.0,1,1,0,150840.0
158,175,2012Q2,S08000017,Urological,76.0,74.0,1,1,0,150840.0
159,177,2012Q2,S08000019,Breast,114.0,114.0,1,1,0,299090.0
160,178,2012Q2,S08000019,Cervical,4.0,4.0,1,1,0,299090.0
161,179,2012Q2,S08000019,Colorectal,110.0,106.0,1,1,0,299090.0
162,180,2012Q2,S08000019,Head & Neck,32.0,32.0,1,1,0,299090.0
163,181,2012Q2,S08000019,Lung,100.0,100.0,1,1,0,299090.0
164,182,2012Q2,S08000019,Lymphoma,24.0,24.0,1,1,0,299090.0
165,183,2012Q2,S08000019,Melanoma,14.0,14.0,1,1,0,299090.0
166,184,2012Q2,S08000019,Ovarian,8.0,8.0,1,1,0,299090.0
167,185,2012Q2,S08000019,Upper GI,58.0,58.0,1,1,0,299090.0
168,186,2012Q2,S08000019,Urological,120.0,94.0,1,1,0,299090.0
169,188,2012Q2,S08000020,Breast,200.0,200.0,1,1,0,573400.0
170,189,2012Q2,S08000020,Cervical,14.0,14.0,1,1,0,573400.0
171,190,2012Q2,S08000020,Colorectal,192.0,192.0,1,1,0,573400.0
172,191,2012Q2,S08000020,Head & Neck,44.0,42.0,1,1,0,573400.0
173,192,2012Q2,S08000020,Lung,136.0,136.0,1,1,0,573400.0
174,193,2012Q2,S08000020,Lymphoma,76.0,74.0,1,1,0,573400.0
175,194,2012Q2,S08000020,Melanoma,48.0,48.0,1,1,0,573400.0
176,195,2012Q2,S08000020,Ovarian,18.0,18.0,1,1,0,573400.0
177,196,2012Q2,S08000020,Upper GI,106.0,106.0,1,1,0,573400.0
178,197,2012Q2,S08000020,Urological,254.0,246.0,1,1,0,573400.0
179,199,2012Q2,S08000022,Breast,120.0,120.0,1,1,0,319800.0
180,200,2012Q2,S08000022,Cervical,8.0,8.0,1,1,0,319800.0
181,201,2012Q2,S08000022,Colorectal,92.0,92.0,1,1,0,319800.0
182,202,2012Q2,S08000022,Head & Neck,26.0,24.0,1,1,0,319800.0
183,203,2012Q2,S08000022,Lung,118.0,118.0,1,1,0,319800.0
184,204,2012Q2,S08000022,Lymphoma,34.0,34.0,1,1,0,319800.0
185,205,2012Q2,S08000022,Melanoma,20.0,20.0,1,1,0,319800.0
186,206,2012Q2,S08000022,Ovarian,14.0,12.0,1,1,0,319800.0
187,207,2012Q2,S08000022,Upper GI,62.0,62.0,1,1,0,319800.0
188,208,2012Q2,S08000022,Urological,120.0,106.0,1,1,0,319800.0
189,210,2012Q2,S08000024,Breast,414.0,414.0,1,1,0,843740.0
190,211,2012Q2,S08000024,Cervical,10.0,6.0,1,1,0,843740.0
191,212,2012Q2,S08000024,Colorectal,238.0,216.0,1,1,0,843740.0
192,213,2012Q2,S08000024,Head & Neck,110.0,108.0,1,1,0,843740.0
193,214,2012Q2,S08000024,Lung,324.0,324.0,1,1,0,843740.0
194,215,2012Q2,S08000024,Lymphoma,74.0,74.0,1,1,0,843740.0
195,216,2012Q2,S08000024,Melanoma,98.0,98.0,1,1,0,843740.0
196,217,2012Q2,S08000024,Ovarian,54.0,48.0,1,1,0,843740.0
197,218,2012Q2,S08000024,Upper GI,160.0,160.0,1,1,0,843740.0
198,219,2012Q2,S08000024,Urological,290.0,268.0,1,1,0,843740.0
199,221,2012Q2,S08000025,Breast,4.0,4.0,1,1,0,21530.0
200,222,2012Q2,S08000025,Colorectal,2.0,2.0,1,1,0,21530.0
201,223,2012Q2,S08000025,Lymphoma,4.0,4.0,1,1,0,21530.0
202,224,2012Q2,S08000025,Upper GI,4.0,4.0,1,1,0,21530.0
203,225,2012Q2,S08000025,Urological,4.0,4.0,1,1,0,21530.0
204,227,2012Q2,S08000026,Breast,2.0,2.0,1,1,0,23210.0
205,228,2012Q2,S08000026,Colorectal,4.0,4.0,1,1,0,23210.0
206,229,2012Q2,S08000026,Head & Neck,2.0,2.0,1,1,0,23210.0
207,230,2012Q2,S08000026,Lymphoma,2.0,2.0,1,1,0,23210.0
208,231,2012Q2,S08000026,Melanoma,2.0,2.0,1,1,0,23210.0
209,232,2012Q2,S08000026,Ovarian,2.0,2.0,1,1,0,23210.0
210,233,2012Q2,S08000026,Upper GI,4.0,4.0,1,1,0,23210.0
211,234,2012Q2,S08000026,Urological,18.0,18.0,1,1,0,23210.0
212,236,2012Q2,S08000028,Colorectal,16.0,16.0,1,1,0,27560.0
213,237,2012Q2,S08000028,Head & Neck,2.0,2.0,1,1,0,27560.0
214,238,2012Q2,S08000028,Lung,6.0,6.0,1,1,0,27560.0
215,239,2012Q2,S08000028,Ovarian,4.0,4.0,1,1,0,27560.0
216,240,2012Q2,S08000028,Upper GI,6.0,6.0,1,1,0,27560.0
217,241,2012Q2,S08000028,Urological,8.0,8.0,1,1,0,27560.0
218,243,2012Q2,S08000029,Breast,72.0,72.0,1,1,0,366210.0
219,244,2012Q2,S08000029,Cervical,6.0,6.0,1,1,0,366210.0
220,245,2012Q2,S08000029,Colorectal,102.0,102.0,1,1,0,366210.0
221,246,2012Q2,S08000029,Head & Neck,58.0,58.0,1,1,0,366210.0
222,247,2012Q2,S08000029,Lung,122.0,122.0,1,1,0,366210.0
223,248,2012Q2,S08000029,Lymphoma,32.0,32.0,1,1,0,366210.0
224,249,2012Q2,S08000029,Melanoma,32.0,32.0,1,1,0,366210.0
225,250,2012Q2,S08000029,Ovarian,12.0,10.0,1,1,0,366210.0
226,251,2012Q2,S08000029,Upper GI,82.0,82.0,1,1,0,366210.0
227,252,2012Q2,S08000029,Urological,160.0,148.0,1,1,0,366210.0
228,254,2012Q2,S08000030,Breast,212.0,212.0,1,1,0,411740.0
229,255,2012Q2,S08000030,Cervical,10.0,10.0,1,1,0,411740.0
230,256,2012Q2,S08000030,Colorectal,136.0,136.0,1,1,0,411740.0
231,257,2012Q2,S08000030,Head & Neck,52.0,52.0,1,1,0,411740.0
232,258,2012Q2,S08000030,Lung,156.0,156.0,1,1,0,411740.0
233,259,2012Q2,S08000030,Lymphoma,34.0,34.0,1,1,0,411740.0
234,260,2012Q2,S08000030,Melanoma,78.0,72.0,1,1,0,411740.0
235,261,2012Q2,S08000030,Ovarian,22.0,22.0,1,1,0,411740.0
236,262,2012Q2,S08000030,Upper GI,110.0,108.0,1,1,0,411740.0
237,263,2012Q2,S08000030,Urological,186.0,178.0,1,1,0,411740.0
238,265,2012Q2,S08000031,Breast,650.0,648.0,1,1,0,1137320.0
239,266,2012Q2,S08000031,Cervical,8.0,8.0,1,1,0,1137320.0
240,267,2012Q2,S08000031,Colorectal,440.0,428.0,1,1,0,1137320.0
241,268,2012Q2,S08000031,Head & Neck,168.0,164.0,1,1,0,1137320.0
242,269,2012Q2,S08000031,Lung,628.0,624.0,1,1,0,1137320.0
243,270,2012Q2,S08000031,Lymphoma,110.0,110.0,1,1,0,1137320.0
244,271,2012Q2,S08000031,Melanoma,172.0,172.0,1,1,0,1137320.0
245,272,2012Q2,S08000031,Ovarian,20.0,20.0,1,1,0,1137320.0
246,273,2012Q2,S08000031,Upper GI,254.0,252.0,1,1,0,1137320.0
247,274,2012Q2,S08000031,Urological,524.0,506.0,1,1,0,1137320.0
248,276,2012Q2,S08000032,Breast,170.0,170.0,1,1,0,652220.0
249,277,2012Q2,S08000032,Cervical,14.0,14.0,1,1,0,652220.0
250,278,2012Q2,S08000032,Colorectal,164.0,162.0,1,1,0,652220.0
251,279,2012Q2,S08000032,Head & Neck,60.0,60.0,1,1,0,652220.0
252,280,2012Q2,S08000032,Lung,226.0,224.0,1,1,0,652220.0
253,281,2012Q2,S08000032,Lymphoma,54.0,54.0,1,1,0,652220.0
254,282,2012Q2,S08000032,Melanoma,54.0,52.0,1,1,0,652220.0
255,283,2012Q2,S08000032,Ovarian,10.0,10.0,1,1,0,652220.0
256,284,2012Q2,S08000032,Upper GI,98.0,98.0,1,1,0,652220.0
257,285,2012Q2,S08000032,Urological,170.0,166.0,1,1,0,652220.0
258,287,2012Q3,S08000015,Breast,210.0,210.0,2,4,0,373220.0
259,288,2012Q3,S08000015,Cervical,12.0,12.0,2,4,0,373220.0
260,289,2012Q3,S08000015,Colorectal,120.0,118.0,2,4,0,373220.0
261,290,2012Q3,S08000015,Head & Neck,58.0,58.0,2,4,0,373220.0
262,291,2012Q3,S08000015,Lung,156.0,156.0,2,4,0,373220.0
263,292,2012Q3,S08000015,Lymphoma,24.0,24.0,2,4,0,373220.0
264,293,2012Q3,S08000015,Melanoma,58.0,58.0,2,4,0,373220.0
265,294,2012Q3,S08000015,Ovarian,40.0,40.0,2,4,0,373220.0
266,295,2012Q3,S08000015,Upper GI,78.0,78.0,2,4,0,373220.0
267,296,2012Q3,S08000015,Urological,156.0,148.0,2,4,0,373220.0
268,298,2012Q3,S08000016,Breast,34.0,34.0,2,4,0,113720.0
269,299,2012Q3,S08000016,Cervical,4.0,4.0,2,4,0,113720.0
270,300,2012Q3,S08000016,Colorectal,38.0,38.0,2,4,0,113720.0
271,301,2012Q3,S08000016,Head & Neck,14.0,14.0,2,4,0,113720.0
272,302,2012Q3,S08000016,Lung,36.0,36.0,2,4,0,113720.0
273,303,2012Q3,S08000016,Lymphoma,22.0,22.0,2,4,0,113720.0
274,304,2012Q3,S08000016,Melanoma,6.0,6.0,2,4,0,113720.0
275,305,2012Q3,S08000016,Ovarian,12.0,12.0,2,4,0,113720.0
276,306,2012Q3,S08000016,Upper GI,26.0,26.0,2,4,0,113720.0
277,307,2012Q3,S08000016,Urological,72.0,72.0,2,4,0,113720.0
278,309,2012Q3,S08000017,Breast,62.0,62.0,2,4,0,150840.0
279,310,2012Q3,S08000017,Cervical,8.0,8.0,2,4,0,150840.0
280,311,2012Q3,S08000017,Colorectal,72.0,72.0,2,4,0,150840.0
281,312,2012Q3,S08000017,Head & Neck,12.0,12.0,2,4,0,150840.0
282,313,2012Q3,S08000017,Lung,38.0,38.0,2,4,0,150840.0
283,314,2012Q3,S08000017,Lymphoma,18.0,18.0,2,4,0,150840.0
284,315,2012Q3,S08000017,Melanoma,28.0,26.0,2,4,0,150840.0
285,316,2012Q3,S08000017,Ovarian,10.0,10.0,2,4,0,150840.0
286,317,2012Q3,S08000017,Upper GI,40.0,40.0,2,4,0,150840.0
287,318,2012Q3,S08000017,Urological,98.0,96.0,2,4,0,150840.0
288,320,2012Q3,S08000019,Breast,94.0,94.0,2,4,0,299090.0
289,321,2012Q3,S08000019,Cervical,6.0,6.0,2,4,0,299090.0
290,322,2012Q3,S08000019,Colorectal,80.0,72.0,2,4,0,299090.0
291,323,2012Q3,S08000019,Head & Neck,34.0,34.0,2,4,0,299090.0
292,324,2012Q3,S08000019,Lung,126.0,126.0,2,4,0,299090.0
293,325,2012Q3,S08000019,Lymphoma,22.0,22.0,2,4,0,299090.0
294,326,2012Q3,S08000019,Melanoma,24.0,24.0,2,4,0,299090.0
295,327,2012Q3,S08000019,Ovarian,8.0,8.0,2,4,0,299090.0
296,328,2012Q3,S08000019,Upper GI,74.0,74.0,2,4,0,299090.0
297,329,2012Q3,S08000019,Urological,100.0,92.0,2,4,0,299090.0
298,331,2012Q3,S08000020,Breast,242.0,242.0,2,4,0,573400.0
299,332,2012Q3,S08000020,Cervical,10.0,10.0,2,4,0,573400.0
300,333,2012Q3,S08000020,Colorectal,202.0,194.0,2,4,0,573400.0
301,334,2012Q3,S08000020,Head & Neck,52.0,48.0,2,4,0,573400.0
302,335,2012Q3,S08000020,Lung,170.0,170.0,2,4,0,573400.0
303,336,2012Q3,S08000020,Lymphoma,46.0,46.0,2,4,0,573400.0
304,337,2012Q3,S08000020,Melanoma,54.0,54.0,2,4,0,573400.0
305,338,2012Q3,S08000020,Ovarian,16.0,16.0,2,4,0,573400.0
306,339,2012Q3,S08000020,Upper GI,74.0,72.0,2,4,0,573400.0
307,340,2012Q3,S08000020,Urological,216.0,204.0,2,4,0,573400.0
308,342,2012Q3,S08000022,Breast,152.0,144.0,2,4,0,319800.0
309,343,2012Q3,S08000022,Colorectal,78.0,76.0,2,4,0,319800.0
310,344,2012Q3,S08000022,Head & Neck,40.0,34.0,2,4,0,319800.0
311,345,2012Q3,S08000022,Lung,94.0,94.0,2,4,0,319800.0
312,346,2012Q3,S08000022,Lymphoma,34.0,32.0,2,4,0,319800.0
313,347,2012Q3,S08000022,Melanoma,80.0,80.0,2,4,0,319800.0
314,348,2012Q3,S08000022,Ovarian,18.0,18.0,2,4,0,319800.0
315,349,2012Q3,S08000022,Upper GI,66.0,66.0,2,4,0,319800.0
316,350,2012Q3,S08000022,Urological,128.0,112.0,2,4,0,319800.0
317,352,2012Q3,S08000024,Breast,350.0,350.0,2,4,0,843740.0
318,353,2012Q3,S08000024,Cervical,22.0,22.0,2,4,0,843740.0
319,354,2012Q3,S08000024,Colorectal,208.0,196.0,2,4,0,843740.0
320,355,2012Q3,S08000024,Head & Neck,86.0,86.0,2,4,0,843740.0
321,356,2012Q3,S08000024,Lung,302.0,298.0,2,4,0,843740.0
322,357,2012Q3,S08000024,Lymphoma,98.0,98.0,2,4,0,843740.0
323,358,2012Q3,S08000024,Melanoma,90.0,90.0,2,4,0,843740.0
324,359,2012Q3,S08000024,Ovarian,46.0,36.0,2,4,0,843740.0
325,360,2012Q3,S08000024,Upper GI,152.0,150.0,2,4,0,843740.0
326,361,2012Q3,S08000024,Urological,308.0,292.0,2,4,0,843740.0
327,363,2012Q3,S08000025,Breast,2.0,2.0,2,4,0,21530.0
328,364,2012Q3,S08000025,Colorectal,4.0,4.0,2,4,0,21530.0
329,365,2012Q3,S08000025,Lung,4.0,4.0,2,4,0,21530.0
330,366,2012Q3,S08000025,Lymphoma,2.0,2.0,2,4,0,21530.0
331,367,2012Q3,S08000025,Urological,4.0,4.0,2,4,0,21530.0
332,369,2012Q3,S08000026,Breast,12.0,12.0,2,4,0,23210.0
333,370,2012Q3,S08000026,Colorectal,2.0,2.0,2,4,0,23210.0
334,371,2012Q3,S08000026,Lung,6.0,6.0,2,4,0,23210.0
335,372,2012Q3,S08000026,Melanoma,2.0,2.0,2,4,0,23210.0
336,373,2012Q3,S08000026,Ovarian,2.0,2.0,2,4,0,23210.0
337,374,2012Q3,S08000026,Upper GI,4.0,4.0,2,4,0,23210.0
338,375,2012Q3,S08000026,Urological,4.0,4.0,2,4,0,23210.0
339,377,2012Q3,S08000028,Cervical,2.0,2.0,2,4,0,27560.0
340,378,2012Q3,S08000028,Colorectal,14.0,12.0,2,4,0,27560.0
341,379,2012Q3,S08000028,Head & Neck,6.0,4.0,2,4,0,27560.0
342,380,2012Q3,S08000028,Lung,8.0,8.0,2,4,0,27560.0
343,381,2012Q3,S08000028,Melanoma,2.0,2.0,2,4,0,27560.0
344,382,2012Q3,S08000028,Urological,8.0,8.0,2,4,0,27560.0
345,384,2012Q3,S08000029,Breast,94.0,94.0,2,4,0,366210.0
346,385,2012Q3,S08000029,Cervical,8.0,8.0,2,4,0,366210.0
347,386,2012Q3,S08000029,Colorectal,124.0,122.0,2,4,0,366210.0
348,387,2012Q3,S08000029,Head & Neck,30.0,28.0,2,4,0,366210.0
